SupportSysIdlePC,SupportSysTypPC,SupportSysHighPC,SupportSysMaxPC,Cab1_IdlePC,Cab1_IdleOP,Cab1_IdleHD,Cab1_TypPC,Cab1_TypOP,Cab1_TypHD,Cab1_HighPC,Cab1_HighOP,Cab1_HighHD,Cab1_MaxPC,Cab1_MaxOP,Cab1_MaxHD,Cab2_IdlePC,Cab2_IdleOP,Cab2_IdleHD,Cab2_TypPC,Cab2_TypOP,Cab2_TypHD,Cab2_HighPC,Cab2_HighOP,Cab2_HighHD,Cab2_MaxPC,Cab2_MaxOP,Cab2_MaxHD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
