Unit,Radio no. (Config Tool),Configuration,Match,Qty,Site Type Radio is deployed to,Site Type Radio Abbr,Duplicates, GSM Q-code,LEN 2G, UMTS Q-code,LEN 3G, LTE Q-code,LEN 4G,5G Q-code,LEN 5G,QcodePower,LEN Qcode Power,QcodePattern,IdlePCunit,IdleOPunit,IdleHDunit,TypPCunit,TypOPunit,TypHDunit,HighPCunit,HighOPunit,HighHDunit,MaxPCunit,MaxOPunit,MaxHDunit,Origi0l Order v8,IdlePCtotal,IdleOPtotal,IdleHDtotal,TypPCtotal,TypOPtotal,TypHDtotal,HighPCtotal,HighOPtotal,HighHDtotal,MaxPCtotal,MaxOPtotal,MaxHDtotal
Radio 8823 B42G,Radio 58,NR34,0,0,Other,M,0,.................................................,49,.................................................,49,.................................................,49,56E.*34M.*,10,...................................................................................................................................................56E.*34M.*,157,...................................................................................................................................................56E.*34M.*M$,158,2,156,251,19,232,426,77,349,492,96,396,8,0,0,0,0,0,0,0,0,0,0,0,0
Radio 8823 B42G,Radio 59,NR34,0,0,Other,T,0,.................................................,49,.................................................,49,.................................................,49,56E.*34M.*,10,...................................................................................................................................................56E.*34M.*,157,...................................................................................................................................................56E.*34M.*T$,158,2,156,251,19,232,426,77,349,492,96,396,8,0,0,0,0,0,0,0,0,0,0,0,0
,Radio 60,,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0
,Radio 61,,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0
,Radio 62,,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0
,Radio 63,,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0
,Radio 64,,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0
,Radio 65,,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0
DUG 10 01,DUG 10,,0,0,,,,,,,,,,,,,,,6,0,6,6,0,6,6,0,6,6,0,6,99,0,0,0,0,0,0,0,0,0,0,0,0
DUG 20 01,DUG 20,,0,0,,,,,,,,,,,,,,,41,0,41,41,0,41,41,0,41,41,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0
DUW 20 01,DUW 20,,0,0,,,,,,,,,,,,,,,130,0,130,130,0,130,130,0,130,130,0,130,101,0,0,0,0,0,0,0,0,0,0,0,0
DUW 30 01,DUW 30,,0,0,,,,,,,,,,,,,,,176,0,176,176,0,176,176,0,176,176,0,176,102,0,0,0,0,0,0,0,0,0,0,0,0
DUW 31 01,DUW 31,,0,0,,,,,,,,,,,,,,,198,0,198,201,0,201,204,0,204,233,0,233,103,0,0,0,0,0,0,0,0,0,0,0,0
DUS 31 02,DUS 31,,0,0,,,,,,,,,,,,,,,123,0,123,129,0,129,135,0,135,140,0,140,104,0,0,0,0,0,0,0,0,0,0,0,0
Baseband 5212,BB 5212,,0,0,,,,,,,,,,,,,,,98,0,98,100,0,100,101,0,101,106,0,106,105,0,0,0,0,0,0,0,0,0,0,0,0
Baseband 5216,BB 5216,,0,0,,,,,,,,,,,,,,,123,0,123,125,0,125,126,0,126,131,0,131,106,0,0,0,0,0,0,0,0,0,0,0,0
Baseband 6620 with fan,BB 6620,,0,0,,,,,,,,,,,,,,,105,0,105,108,0,108,110,0,110,116,0,116,107,0,0,0,0,0,0,0,0,0,0,0,0
Baseband 6630 with fan,BB 6630,,0,0,,,,,,,,,,,,,,,133,0,133,138,0,138,141,0,141,153,0,153,108,0,0,0,0,0,0,0,0,0,0,0,0
Baseband R503,R503,,0,0,,,,,,,,,,,,,,,30,0,30,32,0,32,33,0,33,38,0,38,109,0,0,0,0,0,0,0,0,0,0,0,0
SIU 02,SIU 02,,0,0,,,,,,,,,,,,,,,19,0,19,25,0,25,41,0,41,43,0,43,110,0,0,0,0,0,0,0,0,0,0,0,0
TCU 03 01,TCU 03,,0,0,,,,,,,,,,,,,,,59,0,59,65,0,65,81,0,81,84,0,84,111,0,0,0,0,0,0,0,0,0,0,0,0
TCU 02 01,TCU 02,,0,0,,,,,,,,,,,,,,,30,0,30,30,0,30,30,0,30,35,0,35,112,0,0,0,0,0,0,0,0,0,0,0,0
BB 6318,BB 6318,,0,0,,,,,,,,,,,,,,,0,0,0,113,0,113,0,0,0,119,0,119,113,0,0,0,0,0,0,0,0,0,0,0,0
BB 6502,BB 6502,,0,0,,,,,,,,,,,,,,,0,0,0,75,0,75,0,0,0,83,0,83,114,0,0,0,0,0,0,0,0,0,0,0,0
,DUBB spare 1,,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0
,DUBB spare 2,,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0
,DUBB spare 3,,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0
,DUBB spare 4,,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0
,DUBB spare 5,,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0
,DUBB spare 6,,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0
,DUBB spare 7,,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0
,DUBB spare 8,,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0
,DUBB spare 9,,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0
RBS 6201 4 Fans,RBS 6201 4 Fans,Assumed fully loaded (Cabinet Power Loss + Climate System + Rectifiers),0,0,,,,,,,,,,,,,,,99,0,99,110,0,110,137.5,0,137.5,165,0,165,124,0,0,0,0,0,0,0,0,0,0,0,0
RBS 6102 v2 Standard Climate x 2,RBS 6102 v2 Standard Climate x 2,Assumed fully loaded (Cabinet Power Loss + Climate System + Rectifiers),0,0,,,,,,,,,,,,,,,276.3,0,276.3,307,0,307,379,0,379,451,0,451,125,0,0,0,0,0,0,0,0,0,0,0,0
RBS 6202,RBS 6202,Assumed fully loaded (Cabinet Power Loss + Climate System + Rectifiers),0,0,,,,,,,,,,,,,,,41.4,0,41.4,46,0,46,56,0,56,66,0,66,126,0,0,0,0,0,0,0,0,0,0,0,0
RBS 6147,RBS 6147,,0,0,,,,,,,,,,,,,,,76.5,0,76.5,85,0,85,86,0,86,87,0,87,127,0,0,0,0,0,0,0,0,0,0,0,0
RBS 6601,RBS 6601,Assumed fully loaded (Cabinet Power Loss + Climate System + Rectifiers),0,0,,,,,,,,,,,,,,,13.5,0,13.5,15,0,15,15,0,15,15,0,15,128,0,0,0,0,0,0,0,0,0,0,0,0
"19"" Rack","19"" Rack",,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0
RBS 6140/6150,RBS 6140/6150,,0,0,,,,,,,,,,,,,,,76.5,0,76.5,85,0,85,86,0,86,87,0,87,130,0,0,0,0,0,0,0,0,0,0,0,0
RBS 6301,RBS 6301,,0,0,,,,,,,,,,,,,,,13.5,0,13.5,15,0,15,15,0,15,15,0,15,131,0,0,0,0,0,0,0,0,0,0,0,0
York cabinet,York cabinet,Assumed fully loaded (Cabinet Power Loss + Climate System + Rectifiers),0,0,,,,,,,,,,,,,,,276.3,0,276.3,307,0,307,379,0,379,451,0,451,132,0,0,0,0,0,0,0,0,0,0,0,0
Eltek,Eltek,,0,0,,,,,,,,,,,,,,,108,0,108,120,0,120,142,0,142,164,0,164,133,0,0,0,0,0,0,0,0,0,0,0,0
Lancaster cabinet,Lancaster cabinet,,0,0,,,,,,,,,,,,,,,276.3,0,276.3,307,0,307,379,0,379,451,0,451,132,0,0,0,0,0,0,0,0,0,0,0,0
Shire,Shire,,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
