RadioIdlePC,RadioTypPC,RadioHighPC,RadioMaxPC,BasebandIdlePC,BasebandTypPC,BasebandHighPC,BasebandMaxPC,SupportSysIdlePC,SupportSysTypPC,SupportSysHighPC,SupportSysMaxPC,TotalIdlePC,TotalTypPC,TotalHighPC,TotalMaxPC,RadioIdleOP,RadioTypOP,RadioHighOP,RadioMaxOP,BasebandIdleOP,BasebandTypOP,BasebandHighOP,BasebandMaxOP,SupportSysIdleOP,SupportSysTypOP,SupportSysHighOP,SupportSysMaxOP,TotalIdleOP,TotalTypOP,TotalHighOP,TotalMaxOP,RadioIdleHD,RadioTypHD,RadioHighHD,RadioMaxHD,BasebandIdleHD,BasebandTypHD,BasebandHighHD,BasebandMaxHD,SupportSysIdleHD,SupportSysTypHD,SupportSysHighHD,SupportSysMaxHD,TotalIdleHD,TotalTypHD,TotalHighHD,TotalMaxHD
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
